IMDB_ID,DVD,Ext,Fmt,Resolution,FPS,Size,Time,Sub,Jellyfin,Sized,Modified,Title,Original_Title,Watched,Rating,Certification,Filename,FullPath
3281548,1,.m4v,H264,468p,23.98,3.75,02:15,Bitmap,TRANSCODE,NO,2020-09-28 13:28,Little Women (2019),Little Women,2020-04-12,8.0,PG,Little Women (2019).m4v,/media/daveg/Lib/Movies/Little Women (2019).m4v
7286456,1,.m4v,H264,472p,23.98,3.75,02:02,Bitmap,TRANSCODE,NO,2020-09-23 22:08,Joker (2019),Joker,2020-04-12,8.5,R,Joker (2019).m4v,/media/daveg/Lib/Movies/Joker (2019).m4v
40746,1,.m4v,H264,478p,120,3.75,01:20,Bitmap,TRANSCODE,NO,2020-10-07 04:43,Rope (1948),Rope,,8.0,TV-G::(TV rating),Rope (1948).m4v,/media/daveg/Lib/Movies/Rope (1948).m4v
1381404,1,.m4v,H264,360p,23.98,3.75,02:05,Bitmap,TRANSCODE,NO,2020-09-10 17:42,"Company You Keep, The (2012)",The Company You Keep,2021-02-05,8.0,R,The Company You Keep (2012).m4v,/media/daveg/Lib/Movies/The Company You Keep (2012).m4v
29895189,1,.m4v,H264,360p,23.98,3.75,-,Text,DIRECT,NO,2020-10-04 17:25,Rogue One: A Star Wars Story (2016),Rogue One: A Star Wars Story,2017-05-07,8.0,NR,Rogue One- A Star Wars Story (2016).m4v,/media/daveg/Lib/Movies/Rogue One- A Star Wars Story (2016).m4v
93822,1,.m4v,H264,348p,23.98,3.75,01:34,Text,DIRECT,NO,2020-10-23 14:47,Raising Arizona (1987),Raising Arizona,,8.0,PG-13,Raising Arizona (1987).m4v,/media/daveg/Lib/Movies/Raising Arizona (1987).m4v
410297,1,.m4v,H264,360p,23.98,3.74,01:39,Text,DIRECT,NO,2020-09-22 12:20,"Lake House, The (2006)",The Lake House,2020-10-12,6.8,PG,The Lake House (2006).m4v,/media/daveg/Lib/Movies/The Lake House (2006).m4v
443518,1,.m4v,H264,480p,23.98,3.74,01:34,Text,DIRECT,NO,2020-09-18 15:57,"Girl in the Café, The (2005)",The Girl in the Café,,8.0,TV-14,The Girl in the Cafe (2005).m4v,/media/daveg/Lib/Movies/The Girl in the Cafe (2005).m4v
1478839,1,.m4v,H264,472p,23.98,3.74,01:49,Text,DIRECT,NO,2020-08-30 22:28,"Art of Racing in the Rain, The (2019)",The Art of Racing in the Rain,2020-03-19,7.5,PG,The Art of Racing in the Rain (2019).m4v,/media/daveg/Lib/Movies/The Art of Racing in the Rain (2019).m4v
5580390,1,.m4v,H264,468p,23.98,3.74,02:03,Bitmap,TRANSCODE,NO,2020-10-08 08:06,"Shape of Water, The (2017)",The Shape of Water,2019-11-14,9.0,"TV-MA::(LSV, TV rating)",The Shape of Water (2017).m4v,/media/daveg/Lib/Movies/The Shape of Water (2017).m4v
241303,1,.m4v,H264,472p,23.98,3.74,02:01,Text,DIRECT,NO,2020-09-09 11:00,Chocolat (2000),Chocolat,,9.0,PG-13,Chocolat (2000).m4v,/media/daveg/Lib/Movies/Chocolat (2000).m4v
3499096,1,.m4v,H264,364p,23.98,3.73,02:14,Bitmap,TRANSCODE,NO,2020-10-06 04:50,Race (2016),Race,2016-09-26,8.0,PG-13,Race (2016).m4v,/media/daveg/Lib/Movies/Race (2016).m4v
119723,1,.m4v,H264,480p,120,3.73,01:37,None,-,NO,2020-10-02 17:02,Mrs Dalloway (1997),Mrs Dalloway,,8.0,PG-13,Mrs Dalloway (1997).m4v,/media/daveg/Lib/Movies/Mrs Dalloway (1997).m4v
181852,1,.m4v,H264,354p,29.92,3.73,01:49,Text,DIRECT,NO,2020-10-12 09:51,Terminator 3: Rise of the Machines (2003),Terminator 3: Rise of the Machines,2021-12-23,8.0,TV-14,Terminator 3- Rise of the Machines (2003).m4v,/media/daveg/Lib/Movies/Terminator 3- Rise of the Machines (2003).m4v
482463,1,.m4v,H264,480p,23.98,3.73,01:31,Text,DIRECT,NO,2020-09-01 19:28,Bella (2006),Bella,,8.0,PG-13,Bella (2006).m4v,/media/daveg/Lib/Movies/Bella (2006).m4v
1596345,1,.m4v,H264,356p,23.98,3.73,01:55,Bitmap,TRANSCODE,NO,2020-10-05 06:48,Pawn Sacrifice (2014),Pawn Sacrifice,2020-05-03,9.0,PG-13,Pawn Sacrifice (2014).m4v,/media/daveg/Lib/Movies/Pawn Sacrifice (2014).m4v
821642,1,.m4v,H264,358p,120,3.73,01:57,Text,DIRECT,NO,2020-10-08 19:40,"Soloist, The (2009)",The Soloist,2020-04-24,10.0,PG-13,The Soloist (2009).m4v,/media/daveg/Lib/Movies/The Soloist (2009).m4v
2305051,1,.m4v,H264,360p,23.98,3.73,01:55,Text,DIRECT,NO,2020-10-14 23:05,Wild (2014),Wild,2020-08-20,8.0,R,Wild (2014).m4v,/media/daveg/Lib/Movies/Wild (2014).m4v
959337,1,.m4v,H264,360p,23.98,3.73,01:59,Text,DIRECT,NO,2020-10-06 14:16,Revolutionary Road (2008),Revolutionary Road,,8.0,R,Revolutionary Road (2008).m4v,/media/daveg/Lib/Movies/Revolutionary Road (2008).m4v
120863,1,.m4v,H264,404p,29.97,3.73,02:50,None,-,NO,2020-10-12 14:14,"Thin Red Line, The (1998)",The Thin Red Line,2018-09-19,8.5,TV-MA::(cable rating),The Thin Red Line (1998).m4v,/media/daveg/Lib/Movies/The Thin Red Line (1998).m4v
454921,1,.m4v,H264,354p,23.98,3.72,01:57,Text,DIRECT,NO,2020-10-05 19:52,"Pursuit of Happyness, The (2006)",The Pursuit of Happyness,2020-04-22,10.0,TV-14::(L),The Pursuit of Happyness (2006).m4v,/media/daveg/Lib/Movies/The Pursuit of Happyness (2006).m4v
167404,1,.m4v,H264,472p,23.98,3.72,01:47,Text,DIRECT,NO,2020-10-08 17:21,"Sixth Sense, The (1999)",The Sixth Sense,2020-10-12,8.0,PG-13::(No. 36763),The Sixth Sense (1999).m4v,/media/daveg/Lib/Movies/The Sixth Sense (1999).m4v
2584384,1,.m4v,H264,468p,23.98,3.72,01:48,Text,DIRECT,NO,2020-09-23 21:59,Jojo Rabbit (2019),Jojo Rabbit,2020-05-31,8.0,PG-13,Jojo Rabbit (2019).m4v,/media/daveg/Lib/Movies/Jojo Rabbit (2019).m4v
8093700,1,.m4v,H264,356p,23.98,3.72,02:15,Bitmap,TRANSCODE,NO,2023-01-01 18:31,"Woman King, The (2022)",The Woman King,2023-01-01,8.5,PG-13,The Woman King (2022).m4v,/media/daveg/Lib/Movies/The Woman King (2022).m4v
48789,1,.m4v,H264,336p,120,3.72,01:36,Text,DIRECT,NO,2020-10-14 05:42,"Violent Men, The (1955)",The Violent Men,,8.0,TV-PG::(TV Rating),The Violent Men (1955).m4v,/media/daveg/Lib/Movies/The Violent Men (1955).m4v
61722,1,.m4v,H264,274p,23.98,3.72,01:46,Text,DIRECT,NO,2020-09-19 06:37,"Graduate, The (1967)",The Graduate,,10.0,TV-MA::(TV rating),The Graduate (1967).m4v,/media/daveg/Lib/Movies/The Graduate (1967).m4v
1646971,1,.m4v,H264,368p,23.98,3.72,01:42,Text,DIRECT,NO,2020-09-21 08:30,How to Train Your Dragon 2 (2014),How to Train Your Dragon 2,2015-04-14,8.0,PG,How to Train Your Dragon 2 (2014).m4v,/media/daveg/Lib/Movies/How to Train Your Dragon 2 (2014).m4v
200465,1,.m4v,H264,368p,23.98,3.72,01:51,Text,DIRECT,NO,2020-08-31 21:55,"Bank Job, The (2008)",The Bank Job,,8.0,R,The Bank Job (2008).m4v,/media/daveg/Lib/Movies/The Bank Job (2008).m4v
1981107,1,.m4v,H264,356p,23.98,3.72,01:45,Bitmap,TRANSCODE,NO,2020-10-15 15:14,"Young and Prodigious T.S. Spivet, The (2013)",The Young and Prodigious T.S. Spivet,2019-05-13,8.5,PG,The Young and Prodigious T.S. Spivet (2013).m4v,/media/daveg/Lib/Movies/The Young and Prodigious T.S. Spivet (2013).m4v
424205,1,.m4v,H264,364p,23.98,3.72,01:56,Bitmap,TRANSCODE,NO,2020-10-01 07:52,Merry Christmas (2005),Merry Christmas,2019-09-15,8.0,PG-13,Merry Christmas (2005).m4v,/media/daveg/Lib/Movies/Merry Christmas (2005).m4v
9071322,1,.m4v,H264,356p,23.98,3.71,02:06,Bitmap,TRANSCODE,NO,2020-09-11 20:39,Dark Waters (2019),Dark Waters,2020-08-12,9.5,PG-13,Dark Waters (2019).m4v,/media/daveg/Lib/Movies/Dark Waters (2019).m4v
3691740,1,.m4v,H264,360p,23.98,3.71,01:57,Text,DIRECT,NO,2020-09-02 05:08,"BFG, The (2016)",The BFG,2020-10-21,8.0,PG,The BFG (2016).m4v,/media/daveg/Lib/Movies/The BFG (2016).m4v
918940,1,.m4v,H264,360p,23.98,3.71,01:50,Bitmap,TRANSCODE,NO,2020-09-23 07:18,"Legend of Tarzan, The (2016)",The Legend of Tarzan,2017-03-25,6.3,PG-13,The Legend of Tarzan (2016).m4v,/media/daveg/Lib/Movies/The Legend of Tarzan (2016).m4v
21749,1,.m4v,H264,480p,29.97,3.70,01:27,None,-,NO,2020-09-10 08:27,City Lights (1931),City Lights,2019-02-08,8.5,G,City Lights (1931).m4v,/media/daveg/Lib/Movies/City Lights (1931).m4v
317705,1,.m4v,H264,358p,23.98,3.70,01:55,Text,DIRECT,NO,2020-09-24 19:17,"Incredibles, The (2004)",The Incredibles,,8.0,"TV-PG::(LV, FX Network)",The Incredibles (2004).m4v,/media/daveg/Lib/Movies/The Incredibles (2004).m4v
9608818,1,.m4v,H264,460p,23.98,3.70,02:04,Bitmap,TRANSCODE,NO,2021-04-12 18:43,Our Friend (2019),Our Friend,2021-04-24,8.5,R,Our Friend (2019).m4v,/media/daveg/Lib/Movies/Our Friend (2019).m4v
50083,1,.m4v,H264,392p,23.98,3.70,01:36,Text,DIRECT,NO,2020-10-13 14:07,12 Angry Men (1957),12 Angry Men,,10.0,Approved,12 Angry Men (1957).m4v,/media/daveg/Lib/Movies/12 Angry Men (1957).m4v
5727282,1,.m4v,H264,360p,23.98,3.70,01:47,Text,DIRECT,NO,2020-09-03 16:55,Borg vs. McEnroe (2017),Borg vs. McEnroe,2019-01-29,7.5,R,Borg vs. McEnroe (2017).m4v,/media/daveg/Lib/Movies/Borg vs. McEnroe (2017).m4v
3488710,1,.m4v,H264,360p,23.98,3.70,02:03,Bitmap,TRANSCODE,NO,2020-10-14 08:34,"Walk, The (2015)",The Walk,2016-07-10,8.5,TV-MA::(L),The Walk (2015).m4v,/media/daveg/Lib/Movies/The Walk (2015).m4v
100157,1,.m4v,H264,462p,23.98,3.70,01:47,Text,DIRECT,NO,2021-11-05 16:07,Misery (1990),Misery,2022-01-10,9.0,"TV-14::(L, V)",Misery (1990).m4v,/media/daveg/Lib/Movies/Misery (1990).m4v
1091191,1,.m4v,H264,356p,23.98,3.70,02:01,Bitmap,TRANSCODE,NO,2020-09-28 16:13,Lone Survivor (2013),Lone Survivor,,9.0,R,Lone Survivor (2013).m4v,/media/daveg/Lib/Movies/Lone Survivor (2013).m4v
2713180,1,.m4v,H264,360p,23.98,3.70,02:14,Bitmap,TRANSCODE,NO,2020-09-18 07:48,Fury (2014),Fury,2024-01-08,9.0,R,Fury (2014).m4v,/media/daveg/Lib/Movies/Fury (2014).m4v
55728,1,.m4v,H264,366p,23.98,3.70,02:19,Text,DIRECT,NO,2020-08-28 21:38,Advise & Consent (1962),Advise & Consent,,9.0,Not Rated::(DVD rating),Advise & Consent (1962).m4v,/media/daveg/Lib/Movies/Advise & Consent (1962).m4v
55852,1,.m4v,H264,480p,120,3.69,01:30,Bitmap,TRANSCODE,NO,2021-10-05 20:46,Cléo from 5 to 7 (1962),Cléo from 5 to 7,,7.9,Not Rated,Cleo from 5 to 7 (1962).m4v,/media/daveg/Lib/Movies/Cleo from 5 to 7 (1962).m4v
2345759,1,.m4v,H264,354p,23.98,3.69,01:51,Bitmap,TRANSCODE,NO,2020-10-02 17:11,"Mummy, The (2017)",The Mummy,2019-12-08,7.5,TV-14,The Mummy (2017).m4v,/media/daveg/Lib/Movies/The Mummy (2017).m4v
1781840,1,.m4v,H264,368p,23.98,3.69,02:02,Bitmap,TRANSCODE,NO,2020-09-23 12:55,Jayne Mansfield's Car (2012),Jayne Mansfield's Car,,7.5,R,Jayne Mansfield's Car (2012).m4v,/media/daveg/Lib/Movies/Jayne Mansfield's Car (2012).m4v
1631867,1,.m4v,H264,360p,23.98,3.69,01:53,Bitmap,TRANSCODE,NO,2020-09-13 22:56,Edge of Tomorrow (2014),Edge of Tomorrow,2018-02-08,8.0,PG-13,Edge of Tomorrow (2014).m4v,/media/daveg/Lib/Movies/Edge of Tomorrow (2014).m4v
53604,1,.m4v,H264,368p,23.98,3.69,02:05,Text,DIRECT,NO,2020-08-30 12:49,"Apartment, The (1960)",The Apartment,,10.0,Approved,The Apartment (1960).m4v,/media/daveg/Lib/Movies/The Apartment (1960).m4v
2671706,1,.m4v,H264,360p,23.98,3.68,02:19,Text,DIRECT,NO,2020-09-15 13:52,Fences (2016),Fences,2017-10-10,8.0,PG-13,Fences (2016).m4v,/media/daveg/Lib/Movies/Fences (2016).m4v
1213641,1,.m4v,H264,356p,23.98,3.68,02:21,Bitmap,TRANSCODE,NO,2020-09-16 16:06,First Man (2018),First Man,2019-10-18,9.5,PG-13,First Man (2018).m4v,/media/daveg/Lib/Movies/First Man (2018).m4v
373926,1,.m4v,H264,362p,120,3.68,02:08,Bitmap,TRANSCODE,NO,2020-09-22 12:18,"Interpreter, The (2005)",The Interpreter,,8.0,TV-14::(LSV),The Interpreter (2005).m4v,/media/daveg/Lib/Movies/The Interpreter (2005).m4v
36775,1,.m4v,H264,480p,23.98,3.68,01:47,Bitmap,TRANSCODE,NO,2020-09-12 20:38,Double Indemnity (1944),Double Indemnity,,9.0,Passed::(National Board of Review),Double Indemnity (1944).m4v,/media/daveg/Lib/Movies/Double Indemnity (1944).m4v
13427,1,.m4v,H264,454p,29.97,3.67,01:18,None,-,NO,2020-10-03 07:25,Nanook of the North (1922),Nanook of the North,,10.0,Passed::(National Board of Review),Nanook of the North (1922).m4v,/media/daveg/Lib/Movies/Nanook of the North (1922).m4v
3682448,1,.m4v,H264,360p,23.98,3.67,02:22,Text,DIRECT,NO,2020-09-04 08:00,Bridge of Spies (2015),Bridge of Spies,2016-03-03,9.0,PG-13,Bridge of Spies (2015).m4v,/media/daveg/Lib/Movies/Bridge of Spies (2015).m4v
266987,1,.m4v,H264,362p,120,3.67,02:06,Bitmap,TRANSCODE,NO,2020-10-09 09:36,Spy Game (2001),Spy Game,2020-10-11,9.0,"TV-14::(LV, TV Rating.)",Spy Game (2001).m4v,/media/daveg/Lib/Movies/Spy Game (2001).m4v
3170832,1,.m4v,H264,360p,23.98,3.66,01:58,Bitmap,TRANSCODE,NO,2020-10-07 04:47,Room (2015),Room,2016-04-01,8.0,R,Room (2015).m4v,/media/daveg/Lib/Movies/Room (2015).m4v
104257,1,.m4v,H264,358p,120,3.66,02:18,Text,DIRECT,NO,2020-09-15 15:23,"Few Good Men, A (1992)",A Few Good Men,2020-06-21,8.0,"TV-14::(L, TV Rating.)",A Few Good Men (1992).m4v,/media/daveg/Lib/Movies/A Few Good Men (1992).m4v
6966692,1,.m4v,H264,432p,23.98,3.66,02:10,Bitmap,TRANSCODE,NO,2020-09-19 11:48,Green Book (2018),Green Book,2019-03-22,9.5,TV-14::(TV Rating),Green Book (2018).m4v,/media/daveg/Lib/Movies/Green Book (2018).m4v
2398231,1,.m4v,H264,356p,30,3.66,02:02,Text,DIRECT,NO,2020-09-20 21:35,"Homesman, The (2014)",The Homesman,2015-07-27,10.0,R,The Homesman (2014).m4v,/media/daveg/Lib/Movies/The Homesman (2014).m4v
1019454,1,.m4v,H264,480p,23.98,3.66,01:17,Text,DIRECT,NO,2020-10-28 19:13,Taking Chance (2009),Taking Chance,,8.0,TV-PG,Taking Chance (2009).m4v,/media/daveg/Lib/Movies/Taking Chance (2009).m4v
3631112,1,.m4v,H264,468p,23.98,3.66,01:52,Bitmap,TRANSCODE,NO,2020-09-18 15:56,"Girl on the Train, The (2016)",The Girl on the Train,2021-11-09,7.5,R,The Girl on the Train (2016).m4v,/media/daveg/Lib/Movies/The Girl on the Train (2016).m4v
4052882,1,.m4v,H264,360p,23.98,3.65,01:26,Bitmap,TRANSCODE,NO,2020-10-08 07:54,"Shallows, The (2016)",The Shallows,2016-12-11,7.5,TV-14::(TV rating),The Shallows (2016).m4v,/media/daveg/Lib/Movies/The Shallows (2016).m4v
2802144,1,.m4v,H264,360p,23.98,3.65,02:09,Text,DIRECT,NO,2020-09-24 20:52,Kingsman: The Secret Service (2014),Kingsman: The Secret Service,2019-12-12,8.0,"TV-14::(DLV, TV Rating.)",Kingsman- The Secret Service (2014).m4v,/media/daveg/Lib/Movies/Kingsman- The Secret Service (2014).m4v
8760684,1,.m4v,H264,392p,23.98,3.65,01:33,None,-,NO,2020-08-27 05:57,Apollo 11 (2019),Apollo 11,2021-09-15,9.0,G,Apollo 11 (2019).m4v,/media/daveg/Lib/Movies/Apollo 11 (2019).m4v
168786,1,.m4v,H264,368p,23.98,3.65,02:00,Text,DIRECT,NO,2020-08-30 12:45,Antwone Fisher (2002),Antwone Fisher,2011-11-17,7.5,PG-13,Antwone Fisher (2002).m4v,/media/daveg/Lib/Movies/Antwone Fisher (2002).m4v
361748,1,.m4v,H264,356p,23.98,3.65,02:33,Bitmap,TRANSCODE,NO,2020-09-22 08:58,Inglourious Basterds (2009),Inglourious Basterds,,8.0,R,Inglourious Basterds (2009).m4v,/media/daveg/Lib/Movies/Inglourious Basterds (2009).m4v
49406,1,.m4v,H264,480p,23.98,3.64,01:24,Bitmap,TRANSCODE,NO,2020-09-24 19:22,"Killing, The (1956)",The Killing,2016-02-20,8.0,Approved,The Killing (1956).m4v,/media/daveg/Lib/Movies/The Killing (1956).m4v
1504320,1,.m4v,H264,478p,23.98,3.64,01:58,Bitmap,TRANSCODE,NO,2020-09-24 20:33,"King's Speech, The (2010)",The King's Speech,,10.0,TV-14::(TV rating),The King's Speech (2010).m4v,/media/daveg/Lib/Movies/The King's Speech (2010).m4v
2170593,1,.m4v,H264,460p,23.98,3.64,01:42,Bitmap,TRANSCODE,NO,2020-10-09 09:46,St. Vincent (2014),St. Vincent,2015-03-03,9.0,PG-13,St. Vincent (2014).m4v,/media/daveg/Lib/Movies/St. Vincent (2014).m4v
1911644,1,.m4v,H264,472p,23.98,3.64,01:36,Bitmap,TRANSCODE,NO,2020-09-06 16:20,"Call, The (2013)",The Call,,8.0,R,The Call (2013).m4v,/media/daveg/Lib/Movies/The Call (2013).m4v
1972779,1,.m4v,H264,360p,23.98,3.64,01:58,Text,DIRECT,NO,2020-09-02 04:07,"Best of Me, The (2014)",The Best of Me,2015-08-12,7.5,PG-13,The Best of Me (2014).m4v,/media/daveg/Lib/Movies/The Best of Me (2014).m4v
8579674,1,.m4v,H264,356p,23.98,3.63,01:59,Bitmap,TRANSCODE,NO,2020-08-21 21:32,1917 (2019),1917,2024-01-08,8.5,TV-MA,1917 (2019).m4v,/media/daveg/Lib/Movies/1917 (2019).m4v
4244994,1,.m4v,H264,356p,23.98,3.63,02:32,Text,DIRECT,NO,2022-02-19 14:58,"Last Duel, The (2021)",The Last Duel,2022-04-01,7.5,TV-MA::(TV rating),The Last Duel (2021).m4v,/media/daveg/Lib/Movies/The Last Duel (2021).m4v
114814,1,.m4v,H264,480p,120,3.63,01:46,Text,DIRECT,NO,2020-10-13 23:07,"Usual Suspects, The (1995)",The Usual Suspects,2019-12-08,10.0,R,The Usual Suspects (1995).m4v,/media/daveg/Lib/Movies/The Usual Suspects (1995).m4v
2726560,1,.m4v,H264,360p,23.98,3.63,02:03,Text,DIRECT,NO,2020-09-28 18:43,"Longest Ride, The (2015)",The Longest Ride,2015-12-22,8.5,PG-13,The Longest Ride (2015).m4v,/media/daveg/Lib/Movies/The Longest Ride (2015).m4v
3704050,1,.m4v,H264,480p,23.98,3.62,01:34,Bitmap,TRANSCODE,NO,2020-10-06 12:45,Remember (2015),Remember,2016-09-26,8.0,R,Remember (2015).m4v,/media/daveg/Lib/Movies/Remember (2015).m4v
414387,1,.m4v,H264,362p,120,3.62,02:09,Bitmap,TRANSCODE,NO,2020-10-05 15:15,Pride & Prejudice (2005),Pride & Prejudice,,8.0,PG,Pride & Prejudice (2005).m4v,/media/daveg/Lib/Movies/Pride & Prejudice (2005).m4v
1431181,1,.m4v,H264,364p,23.98,3.62,02:09,Bitmap,TRANSCODE,NO,2020-08-30 08:55,Another Year (2010),Another Year,2011-11-14,8.0,PG-13,Another Year (2010).m4v,/media/daveg/Lib/Movies/Another Year (2010).m4v
3203616,1,.m4v,H264,462p,23.98,3.62,01:39,Bitmap,TRANSCODE,NO,2020-09-10 11:27,"Cobbler, The (2014)",The Cobbler,2015-12-10,7.5,PG-13,The Cobbler (2014).m4v,/media/daveg/Lib/Movies/The Cobbler (2014).m4v
2083383,1,.m4v,H264,360p,47.95,3.61,01:51,Bitmap,TRANSCODE,NO,2020-10-13 08:41,Trouble with the Curve (2012),Trouble with the Curve,,8.0,"TV-14::(D, L, V)",Trouble with the Curve (2012).m4v,/media/daveg/Lib/Movies/Trouble with the Curve (2012).m4v
317740,1,.m4v,H264,364p,23.98,3.61,01:51,Text,DIRECT,NO,2020-09-22 22:00,"Italian Job, The (2003)",The Italian Job,,10.0,PG-13,The Italian Job (2003).m4v,/media/daveg/Lib/Movies/The Italian Job (2003).m4v
2614684,1,.m4v,H264,360p,23.98,3.61,01:39,Text,DIRECT,NO,2020-10-08 06:18,'71 (2014),'71,2015-09-27,8.5,R,'71 (2014).m4v,/media/daveg/Lib/Movies/'71 (2014).m4v
7693316,1,.m4v,H264,386p,23.98,3.61,02:19,Text,DIRECT,NO,2023-04-14 16:37,Devotion (2022),Devotion,2023-04-17,7.0,PG-13,Devotion (2022).m4v,/media/daveg/Lib/Movies/Devotion (2022).m4v
1172233,1,.m4v,H264,356p,23.98,3.61,01:51,Text,DIRECT,NO,2020-10-14 20:20,Whip It (2009),Whip It,,8.0,PG-13,Whip It (2009).m4v,/media/daveg/Lib/Movies/Whip It (2009).m4v
3233418,1,.m4v,H264,364p,23.98,3.60,01:54,Text,DIRECT,NO,2020-10-09 02:46,Spare Parts (2015),Spare Parts,2015-06-09,8.0,PG-13,Spare Parts (2015).m4v,/media/daveg/Lib/Movies/Spare Parts (2015).m4v
3890160,1,.m4v,H264,360p,23.98,3.60,01:53,Bitmap,TRANSCODE,NO,2020-08-31 18:08,Baby Driver (2017),Baby Driver,2021-12-26,8.0,TV-MA,Baby Driver (2017).m4v,/media/daveg/Lib/Movies/Baby Driver (2017).m4v
1478338,1,.m4v,H264,356p,23.98,3.60,02:05,Bitmap,TRANSCODE,NO,2020-09-21 17:31,Bridesmaids (2011),Bridesmaids,,7.0,"TV-14::(D, L, S)",Bridesmaids (2011).m4v,/media/daveg/Lib/Movies/Bridesmaids (2011).m4v
376994,1,.m4v,H264,362p,120,3.60,01:44,Text,DIRECT,NO,2020-10-15 12:54,X-Men: The Last Stand (2006),X-Men: The Last Stand,2014-08-24,8.0,TV-G::(TV rating),X-Men- The Last Stand (2006).m4v,/media/daveg/Lib/Movies/X-Men- The Last Stand (2006).m4v
914798,1,.m4v,H264,462p,23.98,3.59,01:34,Text,DIRECT,NO,2020-09-03 22:44,"Boy in the Striped Pajamas, The (2008)",The Boy in the Striped Pajamas,,8.0,PG-13,The Boy in the Striped Pajamas (2008).m4v,/media/daveg/Lib/Movies/The Boy in the Striped Pajamas (2008).m4v
3393786,1,.m4v,H264,360p,23.98,3.59,01:58,Text,DIRECT,NO,2020-09-23 06:49,Jack Reacher: Never Go Back (2016),Jack Reacher: Never Go Back,2020-10-18,7.0,PG-13,Jack Reacher- Never Go Back (2016).m4v,/media/daveg/Lib/Movies/Jack Reacher- Never Go Back (2016).m4v
3721954,1,.m4v,H264,468p,23.98,3.59,01:55,Bitmap,TRANSCODE,NO,2020-09-30 12:24,Maudie (2016),Maudie,2018-11-08,8.5,PG-13,Maudie (2016).m4v,/media/daveg/Lib/Movies/Maudie (2016).m4v
1135487,1,.m4v,H264,354p,23.98,3.59,02:05,Bitmap,TRANSCODE,NO,2020-09-13 07:41,Duplicity (2009),Duplicity,,8.0,PG-13,Duplicity (2009).m4v,/media/daveg/Lib/Movies/Duplicity (2009).m4v
279778,1,.m4v,H264,370p,23.98,3.58,01:56,Text,DIRECT,NO,2020-09-23 08:14,Divine Secrets of the Ya-Ya Sisterhood (2002),Divine Secrets of the Ya-Ya Sisterhood,,6.1,PG-13,Divine Secrets of the Ya-Ya Sisterhood (2002).m4v,/media/daveg/Lib/Movies/Divine Secrets of the Ya-Ya Sisterhood (2002).m4v
372824,1,.m4v,H264,358p,120,3.58,01:37,Bitmap,TRANSCODE,NO,2020-09-09 10:21,"Chorus, The (2004)",The Chorus,2019-01-23,9.5,PG-13,The Chorus (2004).m4v,/media/daveg/Lib/Movies/The Chorus (2004).m4v
130827,1,.m4v,H264,464p,120,3.57,01:21,Bitmap,TRANSCODE,NO,2020-10-07 08:14,Run Lola Run (1998),Run Lola Run,,8.0,R,Run Lola Run (1998).m4v,/media/daveg/Lib/Movies/Run Lola Run (1998).m4v
327597,1,.m4v,H264,460p,120,3.57,01:40,Bitmap,TRANSCODE,NO,2020-09-11 04:34,Coraline (2009),Coraline,,8.0,TV-14::(ABC Family),Coraline (2009).m4v,/media/daveg/Lib/Movies/Coraline (2009).m4v
66999,1,.m4v,H264,366p,47.95,3.57,01:42,Text,DIRECT,NO,2020-09-12 13:34,Dirty Harry (1971),Dirty Harry,,10.0,R,Dirty Harry (1971).m4v,/media/daveg/Lib/Movies/Dirty Harry (1971).m4v
2286990,1,.m4v,H264,354p,23.98,3.57,01:37,Bitmap,TRANSCODE,NO,2020-10-06 16:34,"Right Kind of Wrong, The (2013)",The Right Kind of Wrong,2015-04-29,8.0,R,The Right Kind of Wrong (2013).m4v,/media/daveg/Lib/Movies/The Right Kind of Wrong (2013).m4v
1229238,1,.m4v,H264,360p,23.98,3.57,02:12,Text,DIRECT,NO,2020-10-01 14:07,Mission: Impossible - Ghost Protocol (2011),Mission: Impossible - Ghost Protocol,2021-03-11,10.0,PG-13,Mission- Impossible - Ghost Protocol (2011).m4v,/media/daveg/Lib/Movies/Mission- Impossible - Ghost Protocol (2011).m4v
427152,1,.m4v,H264,480p,120,3.57,01:54,Text,DIRECT,NO,2020-09-12 13:02,Dinner for Schmucks (2010),Dinner for Schmucks,,8.0,PG-13,Dinner for Schmucks (2010).m4v,/media/daveg/Lib/Movies/Dinner for Schmucks (2010).m4v
2005151,1,.m4v,H264,360p,23.98,3.57,01:54,Bitmap,TRANSCODE,NO,2020-10-14 10:35,War Dogs (2016),War Dogs,2017-06-22,7.5,R,War Dogs (2016).m4v,/media/daveg/Lib/Movies/War Dogs (2016).m4v
4986134,1,.m4v,H264,476p,23.98,3.57,01:46,Bitmap,TRANSCODE,NO,2020-10-06 09:33,Rebel in the Rye (2017),Rebel in the Rye,2018-06-26,7.5,PG-13,Rebel in the Rye (2017).m4v,/media/daveg/Lib/Movies/Rebel in the Rye (2017).m4v
377107,1,.m4v,H264,368p,120,3.56,01:40,Text,DIRECT,NO,2020-10-05 18:29,Proof (2005),Proof,,8.0,PG-13,Proof (2005).m4v,/media/daveg/Lib/Movies/Proof (2005).m4v
5029608,1,.m4v,H264,356p,23.98,3.56,01:53,Bitmap,TRANSCODE,NO,2020-09-17 17:20,Frantz (2016),Frantz,2019-02-11,8.5,PG-13,Frantz (2016).m4v,/media/daveg/Lib/Movies/Frantz (2016).m4v
